Link,Price,Address,Number of Rooms,Living Space Area,Highlighted Description,Description
/rent/4000516152," CHF 5,510.– / month","Seestrasse 20, 6052 Hergiswil NW",2.5 rooms 69m² living space ,2.5 rooms 69m² living space ,"Exklusiv wohnen direkt am Vierwaldstättersee in der ""Villa Felsenau""","Exklusiv wohnen direkt am Vierwaldstättersee in der ""Villa Felsenau"" Nach der Kernsanierung erstrahlt die exklusive Liegenschaft ""Villa Felsenau"" seit 2022 in der steuergünstigen Vierwaldstättersee-Gemeinde Hergiswil NW, an der Seestrasse gelegen, in neuem Glanz. Herrliche, direkte und uneingeschränkte Seesicht inklusive!Alle Wohnungen wurden mit viel Liebe zum Detail renoviert und mit den edelsten Materialien bestückt. Ab 1. Juli 2024 steht diese exklusive 2.5-Zimmer-Wohnung zur Miete.Ein elektronisches Schliesssystem, Videoüberwachung im Eingangsbereich, Klimaanlage, Parkettböden in Teakeiche mit Fischgratverlegung, luxuriöse Armaturen in Küche und Badezimmern von Gessi und Hansgrohe in warm Steel brushed, sind nur einige Details der Ausstattung.Die Küche besticht mit Opti-matt-Oberflächen mit Antifingerprint, 19.2 mm stark mit frontfarbigen Laserkanten, einer Keramikabdeckung, Glaskeramikkochfeld mit integriertem Dampfabzug, Küchengeräte der neusten Generation von V-Zug und Miele inkl. Backofen Combair, KombiSteamer, Winecooler, Wärmeschubladen, Waschmaschine, Tumbler usw.Die Wohnung verfügt zudem über eine Klimaanlage, für angenehme Temperaturen auch im Sommer.Grosser Master Bedroom, Badezimmer mit Badewanne, Doppellavabo und Duschkabine inkl. Geberit Aqua-Clean WC.Kinder- oder Gästezimmer/Büro mit Gäste-WC.Eine seeseitige Terrasse von über 20 m2, teilweise gedeckt, und ein kleiner Küchenbalkon von 2 m2 machen diese sehr schöne 2.5 Zi. Wohnung an exklusiver Adresse zum einmaligen Wohntraum.Ein Kellerraum steht ebenso zur Verfügung. Ein Aussenabstellplatz kann für CHF 110.-/Monat dazu gemietet werden.Die einmalige Lage im Dorfzentrum von Hergiswil, 500m vom Bahnhof und in unmittelbarer Nachbarschaft von Bank, Einkaufsmöglichkeiten, Restaurants, Bus- und Schiffshaltestelle sind weitere Pluspunkte. "
/rent/4000567765," CHF 1,850.– / month","Bourg du Village 9, 1512 Chavannes-sur-Moudon",2.5 rooms 39m² living space ,2.5 rooms 39m² living space ,Construction neuve,"Construction neuve Dans un petit immeuble d'habitation au cœur du village de Chavannes-sur-Moudon à 5 minutes de Moudon :À louer 5 appartements de 2 à 4.5 pièces, en cours de constructionDistribution du lot 4 : Hall avec amroire d'entrée, une cuisine droite agencée et ouverte sur salon-séjour, un grand séjour de 34m2, donnant sur une terrasse de 21m2, une grande chambre de 14m2, une salle de bains / WC. Au rez un débarras de 4.45 m2.Grande buanderie commune pour les 5 logementsIdéal pour jeune couple désirant rester dans la régionAdapté aussi pour les séniorsPossibilité de louer une surface aux combles de 48 m2 pour espace de détente ou travailSelon plaquette de prix et plans teintés : • Lot 1 / Appt de 3.5 pièces avec grand jardin + un garage et une place extérieure (Saumon des plans) • Lot 2 / Appt de 3.5 pièces + un une place couverte et une place extérieure (Jaune des plans) • Lot 3 / Appt de 2.5 pièces + une place couverte (Lilas des plans) • Lot 4 / Appt de 2.5 pièces + une place couverte (Ver des plans) • Lot 5 / Appt de 4.5 pièces + un garage et une place extérieure (Rose des plans) • Lot 6 / Disponible (idéal pour home office + une place couverte (Orange des plans) Charges en susLes places extérieures sont à CHF 50.00/mens.Les places couvertes sont à CHF 100.00/mens.Les garages sont à CHF 120.00/mens. "
/rent/4000545310," CHF 1,830.– / month","Rue Pierre-Jolissaint 36, 2610 St-Imier",3.5 rooms 67m² living space ,3.5 rooms 67m² living space ,3.5 pièces totalement rénové en plein centre-ville,3.5 pièces totalement rénové en plein centre-ville Appartement de 3.5 pièces rénové en totalité : - Cuisine Suisse sur mesure- Salle de bain design (vitre/séparation de douche déjà présente)- Lampe/luminaire déjà installé- Possibilité de location de place de parc (supplément de 50.-)Gérance sérieuse recherche locataire(s) sérieux 
/rent/4000638769," CHF 2,980.– / month","Rue de Chez-les-Rois 4, 1844 Villeneuve VD",2.5 rooms 140m² living space ,2.5 rooms 140m² living space ,Duplex 2.5 pièces,"Duplex 2.5 pièces Ce 2.5 pièces est au centre d'un immeuble construit en 2022, à situé à 5 minutes de voitures/20 minutes à pied de toutes les commodités (transports, commerces, écoles), Orienté sud, il se démarque par une grande chambre avec douche à l'italienne, lavabo double et WC indépendant avec colonne de lavage. La 2ème chambre au rez abrite également une salle de douche-WC indépendant. Le hall d'entrée offre un certain volume de stockage. A l'étage, cuisine entièrement équipée ouverte sur un grand salon mansardé. WC indépendant, cheminée individuelle (au centre de la pièce) et 2 petits balcons. Cave, place de parc couverte et terrasse/petite zone de jardin (au droit de l'entrée de l'appartement) inclus dans la location !Veuillez contacter M. Burnier, 079 204 05 91, pour convenir d'un rendez-vous pour une visite. "
/rent/4000340689," CHF 1,660.– / month","Brunnweg 8, 5242 Lupfig",1.5 rooms 31m² living space ,1.5 rooms 31m² living space ,"Luxus, Ruhe und trotzdem Verkehrsgünstig gelegen","Luxus, Ruhe und trotzdem Verkehrsgünstig gelegen Neubauprojekt Lupfig, Brunnweg 6/8Besuchen Sie uns auf unserer Website: brunnweg-lupfig.chDiese 1.5-Zimmer Wohnung bietet den höchsten Komfort! • Gepflegte Umgebung • Hochwertiges und ausserordentliches Material • Hoher Ausbaustandard (Eigentums-Niveau) • Erdsonden-Wärmepumpe / Free-Cooling • Modernste, gut ausgestattete Küche mit Geschirrspüler • Eigener Waschturm (WM/TU) in der Wohnung • Grosser Balkon mit Westausrichtung • Innen- und Aussen-Reduit • Kellerabteil • Glasfasernetz • Zentrale, verkehrsgünstige Lage, nahe Autobahnanschlüsse (2.5km) • ÖV-freundlich – Bushaltestelle ist in 3 Gehminuten zu Fuss erreichbar (300m) und Lupfig Bahnhof in 10 Gehminuten (1km) • Mit ÖV in 33-44 Minuten am Zürich HB • Ein Parkplatz in der Tiefgarage CHF 130.00 pro Monat • Gemeindesteuer von 110% • Einkaufsmöglichkeiten sehr nahe gelegen • Grünes Naherholungsgebiet „vor der Tür“ Das ProjektAm Brunnweg 6 und 8 entstehen am Dorfrand von Lupfig zwei qualitativ hochstehende, kleine Mehrfamilienhäuser. Ein kleiners mit zwei Wohnungen und ein grösseres mit elf Wohnungen. Es erwartet Sie Qualität und Wohnkomfort. Lichtdurchflutete Räume und auserlesene Materialien machen das Raumgefühl zu einem echten Erlebnis und schaffen die besten Voraussetzungen, damit Sie sich in Ihrem zukünftigen zu Hause wohlfühlen.Die WohnungDie Wohnung ist perfekt für Singles oder Menschen die gerne ein kleines aber feines, wohliges, praktisches zu Hause haben möchten und wert auf Qualität, Ästhetik und Achtsamkeit legen.Es erwartet Sie eine vollausgestattete Küche, ein modernes Bad, viele Verstaumöglichkeiten durch ein Innen- und Aussen-Reduit und einen grosszügigen Ess-,Schlaf- und Wohnbereich. Die Wohnung ist sehr hell und lichtdurchflutet und bietet auf dem Balkon auch Platz zum Draussensitzen.Die LageIn 33-44 Minuten erreichen Sie den Zürich HB, mit dem Auto sind Sie in 10 Minuten in Brugg, Baden oder Lenzburg und in Lupfig selbst bieten sich Coop, Migros und andere Einkaufsmöglichkeiten zum Einkaufen an.Trotzdem ist Lupfig ländlich gelegen und das Naherholungsgebiet mit tollen Wander-, Bike- und Radwegen befindet sich unmittelbar vor der Türe. Das Schloss Habsburg und das Aareufer liegt nur Minuten entfernt.Worauf warten Sie noch? Zeit umzuziehen!Wir freuen uns auf Ihre Kontaktaufnahme.Beatrice Steimer+41.56 204 05 85 "
/rent/4000538297," CHF 1,700.– / month","Krebsbachstrasse 53, 8200 Schaffhausen",1.5 rooms 29m² living space ,1.5 rooms 29m² living space ,Helle  1.5-Zimmer-Wohnung mit Balkon zur Vermietung,"Helle  1.5-Zimmer-Wohnung mit Balkon zur Vermietung Helle 1.5-Zimmer-Wohnung mit Balkon in Schaffhausen zu vermietenCHF 1700.- pro MonatAdresse: Krebsbachstrasse 53, 8200 Schaffhausen, SHHauptangaben: • Gemeinde: Schaffhausen • Wohnfläche: 29 m² • Verfügbar ab: 01.02.2024 Preis: • Bruttomiete (Monat): CHF 1700.- • Nebenkosten (Monat): CHF 150.- • Nettomiete (Monat): CHF 1.50.- Aussenraum: • Lift • Balkon/Terrasse/Sitzplatz • Kinderfreundlich Merkmale: • Neubau • Baujahr: 2023 • In Wohngemeinschaft Umgebung: • Geschäfte: ca. 120 m entfernt • Kindergarten: ca. 170 m entfernt • Primarschule: ca. 1480 m entfernt • Öffentlicher Verkehr: ca. 140 m entfernt Zusätzlich: Einstellhallenplatz kann für CHF 150.- pro Monat dazugemietet werden.Willkommen in Ihrer neuen Wohnung! Diese helle 1.5-Zimmer-Wohnung bietet nicht nur eine grossartige Lage in Schaffhausen, sondern auch einen geräumigen Balkon, auf dem Sie die Aussicht und die frische Luft geniessen können.Der Innenraum ist rollstuhlgängig und Haustiere sind erlaubt, was diese Wohnung besonders flexibel macht. Geniessen Sie die Aussicht und entspannen Sie sich auf Ihrem Balkon oder nutzen Sie den Aufzug für bequemen Zugang. Das Gebäude ist ein Neubau aus dem Jahr 2023 und bietet moderne Annehmlichkeiten.Die Lage ist äusserst praktisch, da Sie in unmittelbarer Nähe zu Geschäften, einem Kindergarten und dem öffentlichen Verkehr sind. Dies ist die ideale Gelegenheit, in eine komfortable und moderne Wohnung in Schaffhausen einzuziehen.Kontaktieren Sie uns noch heute, um weitere Informationen zu erhalten und eine Besichtigung zu vereinbaren. Verpassen Sie nicht die Gelegenheit, diese grossartige 1.5-Zimmer-Wohnung zu mieten und Ihr neues Zuhause zu finden. "
/rent/4000567585," CHF 2,180.– / month","Bourg du Village 9, 1512 Chavannes-sur-Moudon",2.5 rooms 57m² living space ,2.5 rooms 57m² living space ,Construction neuve,"Construction neuve Dans un petit immeuble d'habitation au cœur du village de Chavannes-sur-Moudon à 5 minutes de Moudon :À louer 5 appartements de 2 à 4.5 pièces, en cours de constructionDistribution du lot 1 : Hall avec amroire d'entrée, une cuisine d'angle agencée et ouverte sur salon-séjour, un grand séjour de plus de 38m2, donnant sur une terrasse de 24m2 avec pelouse privée de 165m2, deux grandes chambres de 14m2, une salle de bains / WC et un débarras de 5.36 m2 sur le palier.Grande buanderie commune pour les 5 logementsIdéal pour jeune couple désirant rester dans la régionAdapté aussi pour les séniorsPossibilité de louer une surface aux combles de 48 m2 pour espace de détente ou travailSelon plaquette de prix et plans teintés : • Lot 1 / Appt de 2.5 pièces avec grand jardin + un garage et une place extérieure (Saumon des plans) • Lot 2 / Appt de 2.5 pièces + un une place couverte et une place extérieure (Jaune des plans) • Lot 3 / Appt de 2.5 pièces + une place couverte (Lilas des plans) • Lot 4 / Appt de 2.5 pièces + une place couverte (Ver des plans) • Lot 5 / Appt de 4.5 pièces + un garage et une place extérieure (Rose des plans) • Lot 6 / Disponible (idéal pour home office + une place couverte (Orange des plans) Charges en susLes places extérieures sont à CHF 50.00/mens.Les places couvertes sont à CHF 100.00/mens.Les garages sont à CHF 120.00/mens.VOIR PLAQUETTE DES PRIX JOINTE EN PDF "
/rent/4000592120," CHF 3,160.– / month","Flugbrunnenstrasse 10, 3065 Bolligen",3.5 rooms 64m² living space ,3.5 rooms 64m² living space ,Erstvermietung: 3.5-Zi. Etagenwohnung im Herzen von Bolligen,"Erstvermietung: 3.5-Zi. Etagenwohnung im Herzen von Bolligen Neubau im Herzen von Bolligen • Der Bezug erfolgt ab Frühling 2024. • Die neue Überbauung «Flugbrunnenareal Bolligen» beherbergt aktuell 57 Wohnungen in vier Gebäuden und befindet sich an zentraler Lage in Bolligen. • Wohnen an der Sonne: Die optimale Ausrichtung mit Weitblick nach Süden und Westen gestattet eine ausdrucksvolle Aussicht in Richtung Bern. Wie die Aussenräume profitieren auch die Innenräume dank grosszügiger Fensterfronten von umfassender Besonnung bis in die Abendstunden. Als Bewohner/in profitieren Sie von vielen Vorteilen: • Der Bahnhof Bolligen resp. die Ortsbushaltestelle befindet sich wenige Gehminuten entfernt. • Den ""Dorfmärit"" mit verschiedenen Geschäften und einem attraktiven Wochenmarkt erreichen Sie stufenlos über eine Passarelle. • Ruhige und dennoch zentrale Lage mit Aussicht gegen den Gurten oder gegen den Jura. • Vielerlei Aktivitäten in der nahgelegenen Natur. Haben Sie Fragen? Gerne beraten wir Sie! "
/rent/4000657958," CHF 6,800.– / month",8037 Zürich,3.5 rooms 160m² living space ,3.5 rooms 160m² living space ,"Privatgarten 110m2, Erstbezug nach Komplettrenovierung, Top-Lage, ruhig, 3.5 Zimmer","Privatgarten 110m2, Erstbezug nach Komplettrenovierung, Top-Lage, ruhig, 3.5 Zimmer Die Wohnung ist nach Vereinbarung und frühestens ab 15. Februar 2024 verfügbar, frisch und komplett renoviert, verfügt über 3.5-Zimmer und einen 110m2 grossen Privatgarten zur exklusiven Nutzung.Die Wohnung befindet sich im Herzen Wipkingens zwischen Nordbrücke und Kafi Schnaps an ruhiger Lage. Nordbrücke/Röschibachplatz und Schaffhauserplatz mit ihren Cafés, Migros, Coop, Bäckereien, Wochenmarkt, etc. sind fussläufig in 5 respektive 7 Minuten erreichbar.Die Wohnung wurde äusserst hochwertig renoviert und die Ausstattung - insbesondere von Bad und Küche - erfüllt höchste Ansprüche. Im Ergebnis präsentiert sich diese Wohnung nun als wahres Bijou mit gelungenem Grundriss und einer grosszügigen privaten Oase inmitten der Stadt. Die Renovierung ist weitestgehend abgeschlossen - der Einbau der Küchenarbeitsplatte und Duschkabine erfolgt zwischen Ende Januar und Mitte Februar. Die Wohnung bietet: • 160m2 Wohnfläche über 3.5 Zimmer • Grosses Wohn-/Esszimmer mit Cheminée (35m2) • 3 Schlafzimmer (16m2, 17m2 und 18m2) • 1 Reduit (3m2) • 1 Küche (8m2) • 1 Duschbad • 1 Wannenbad • Viel Stauraum in Einbauschränken • 110m2 Privatgarten • Ca. 55m2 Rasenfläche • Ca. 55m2 holzgedeckt wovon wiederum ca. 17m2 überdacht sind. • Jenseits des Gartentors befindet sich der Gemeinschaftsgarten der Liegenschaft mit Spielplatz und ca. 500m2 Fläche • Eigene Waschküche (11m2) mit Waschmaschine • Eigenes Kellerabteil (10m2) Ein Tiefgaragenstellplatz ist für CHF 200 pro Monat verfügbar.Besichtigungen finden als Einzeltermine nach vorheriger Vereinbarung über das Kontaktformular statt. "
/rent/4000656362," CHF 1,280.– / week","Hafenplatz 4, 8598 Bottighofen",2 rooms 22m² living space ,2 rooms 22m² living space ,WOHNEN AUF ZEIT/// FEBRUAR /MÄRZ/ Badhüsli in Bottighofen / FEBRUAR UND MÄRZ,"WOHNEN AUF ZEIT/// FEBRUAR /MÄRZ/ Badhüsli in Bottighofen / FEBRUAR UND MÄRZ WOHNEN AUF ZEIT in WintersaisonMöbliertes WohnenEinzigartiges kleines Badhüsli in Bottighofen am Yachthafen mit eigenem Seezugang.&gt; Wohnen auf Zeit ab 1750.- CHF pro Monat&gt; Küche, Bad, Ofen (Heizung)&gt; Ca. 450 m 2 Liegewiese&gt; Offene Feuerstelle&gt; Panoramablick nach Konstanz &amp; auf Bodensee&gt; 5 km von Konstanz entferntDas Badehaus ist unterteilt in zwei offene Etagen- die obere Etage wird mit zwei Betten (Doppel- und Einzelbett) zum Schlafen genutzt,- die untere Etage verfügt über ein Bad mit Dusche und WC.Eine helle Küche schließt an den gemütlichen Wohnraum mit Schwedenofen, Schlafsofa und kleinem Tisch an. Lassen Sie den Blick über den See schweifen, während im Ofen das Feuer knistert!Eine großzügige überdachte Terrasse mit Holzdielen, passt perfekt in das Flair des Badehäuschens mit eigenem Wasserzugang.Die offene Feuerstelle und die mit Panoramablick ausgestatteten Essplätze laden herzlichst zum gemütlichen Outdoorerlebnis ein.Das Ferienhaus verfügt über keine Zentralheizung, sondern lediglich über einen Kamin, mit dem Sie jedoch in kurzer Zeit das Häuschen wohlig warm heizen können. Da es gut isoliert ist, hält sich die Wärme auch im Winter über längere Zeit.Weitere Infos:https://ferienhausmunz.jimdofree.com/badhüsli-mit-seezugang/ "
/rent/4000655358," CHF 2,590.– / month","Langhagweg 5, 8600 Dübendorf",2.5 rooms 65m² living space ,2.5 rooms 65m² living space ,Ruhige 2.5 Zimmer Wohnung in Dübendorf,"Ruhige 2.5 Zimmer Wohnung in Dübendorf Wir suchen einen Nachmieter für helle, freundliche, gemütliche und ruhige 2.5 Zimmer Wohnung (unmöbliert) mit Cheminee auf den 1. März 2024. • Miete ab 01.03.2024: 1836.-/Mt inkl. Nebenkosten • Miete ab 01.04.2024: 1965.-/Mt inkl. Nebenkosten • ca 65m2 Wohnfläche (exkl. Balkone) • 1 kleiner Balkon • 1 grosser sonniger Balkon (Südseite) • Helle offene Küche mit Essecken und Wohnzimmer • Gang, Wohnzimmer und Essecke mit Parkett • Küche und WC mit Steinplatten • Zimmer 1 und 2 mit Teppich, falls gewünscht wird Verwaltung Teppich durch Parkett ersetzen. • Eigenes Kellerabteil im Untergeschoss • Kindergarten und Schule in unmittelbarer Nähe. • Sehr gute ÖV-Anbindung. • Einkaufsmöglichkeiten in Gehdistanz • zur Mitbenützung: Waschküche, Trocknungsraum und Abstellraum • Bei Interesse kann Möblierung übernommen werden • Kein Lift vorhanden "
/rent/4000655068," CHF 2,850.– / month","Oberfeldweg 2, 5053 Wittwil",2.5 rooms 130m² living space ,2.5 rooms 130m² living space ,"Attraktive 2.5 Zi-Attika-Wohnung, grosse Terrasse (58 m2 Nord-West)","Attraktive 2.5 Zi-Attika-Wohnung, grosse Terrasse (58 m2 Nord-West) Die Wohnung ( 8 MFH) ist in ein ruhiges Einfamilienhaus-Quartier eingebettet. Schon von aussen wirken das Wohngebäude freundlich. Dieser Eindruck wird durch die einerseits grossen Fenster, die viel Licht ins Innere fluten lassen, andererseits dank der Holzfassade erzielt. Die Wohnung hat eine grosszügige Terrasse über die ganze Länge mit 58,2m2. Die eingesetzten Materialien und Einbaugeräte in Küche und Bad entsprechen höchsten Anforderungen bezüglich Aussehen, Funktionalität und Haltbarkeit. Die Bodenbeläge im Wohn- und Schlafbereich werden durch edles Eichenparkett hervorgehoben. Die Raumaufteilung ist, durch offene Küche und grossem Ess- und Wohnbereich, individuell gestaltbar. Das Badezimmer (mit begehbarer Dusche) ist eine Wellness-Oasen. Im 2.ten Bad mit Badewanne für Zwei, hat es eine eigene Waschmaschine und Tumbler. Der Bau ist im Eigentumsstandart ausgeführt und alters- und behindertengerecht ausgestattet. Die Wohnungen haben hochwertige Holz/Aluminium-Fenster mit 3-fach Isolierung aus Schweizer Produktion. Die Rafflamellenstoren sind automatisch bedienbar. Einbauschränke sind vorhanden. Tiefgaragen-Einstellplatz CHF 110.-/mtl. "
/rent/4000655020," CHF 4,310.– / month","Seestrasse 14, 8806 Bäch SZ",2.5 rooms ,2.5 rooms ,Wohnung mit Seesicht - Nachmieter oder Untermieter gesucht,"Wohnung mit Seesicht - Nachmieter oder Untermieter gesucht Wohnung in Bäch zu vermieten. - Die Wohnung liegt im steuergünstigen Wollerau. Nach vorne im 2. OG, nach hinten ins Grüne EG mit Sitzplatz. Kann möbliert übernommen oder befristet gemietet werden. Parkplatz kann dazugemietet werden. "
/rent/4000654743," CHF 2,590.– / month","Wasserfuristrasse 45, 8542 Wiesendangen",3.5 rooms 65m² living space ,3.5 rooms 65m² living space ,3.5-Zimmer-Wohnung,3.5-Zimmer-Wohnung An ruhiger Lage 5 Gehminuten zum Bahnhof Wiesendangen. Parkplatz in der Tiefgarage. Autobahnanschluss Oberwinterthur in 3 Minuten erreichbar.Eigene Waschküche/Bastelraum sowie Kellerabteil. 
/rent/4000654133," CHF 2,410.– / month","Sternmattstrasse 93, 6005 Luzern",2.5 rooms 57m² living space ,2.5 rooms 57m² living space ,2.5 Zimmer Wohnung in Luzern,"2.5 Zimmer Wohnung in Luzern Wir vermieten ab dem 1. April 2024 oder nach Vereinbarung eine helle, sonnige und ruhig gelegene 2.5-Zimmerwohnung mit viel Charme (inkl Garage und eigenem Kellerraum). Die Küche ist mit Geschirrspüler, Backofen, Glaskeramikherd, Dampfabzug, Kühlschrank und separatem Gefrierschrank ausgestattet, mit genügend Platz für einen kleinen Tisch.Entrée, Korridor, Bad und Küche sind mit einem einheitlichen Plattenboden, die Zimmer mit Laminat und das Wohnzimmer mit einem Parkettboden ausgestattet. Mehrere Einbauschränke stehen im Entrée und Korridor zur Verfügung. Der Kellerraum und der grosse Garagenplatz in einer Doppelgarage mit Torfernbedienung bieten genügend Platz für Auto, Motorrad, Velos, usw. Die Waschküche mit Waschmaschine und Tumbler steht an mindestens zwei Waschtagen pro Woche zur Verfügung. Die Wohnung (in einem Dreifamilienhaus) inklusive Gartenanlage eignet sich für alle, die ruhiges Wohnen mit Blick ins Grüne und über die Stadt Luzern in unmittelbarer Nähe zur Naherholungszone Bireggwald schätzen. Einkaufsmöglichkeiten sind innert wenigen Geh-, Bus- oder Autominuten im Quartier sowie im Zentrum der Stadt Luzern erreichbar.Haben wir Ihr Interesse geweckt? Melden Sie sich unverbindlich für einen Besichtigungstermin. "
/rent/4000653549," CHF 3,160.– / month","Seckistrasse 15, 6318 Walchwil",2 rooms 51m² living space ,2 rooms 51m² living space ,gemütliche Dachwohnung mit traumhafter Aussicht,"gemütliche Dachwohnung mit traumhafter Aussicht Zu vermieten im sonnigen Walchwil in ruhigem 2-Familienhaus moderne2 Zimmerwohnung (ca. 51 m2)mit atemberaubender Aussicht über den Zugersee, ins Dorf Walchwil, nach Arth und auf die Rigi, im 2. OG (kein Lift). Wohnzimmer mit grosser Dachlukarne und Zugang zum Balkon, Schlafzimmer mit direktem Zugang zum Balkon und zu Ankleide/Büro oder Gästezimmer; moderne Küche, Bad mit Zugang zu Abstellraum (Waschmaschine/Tumbler). Kellerabteil.7 Minuten zum Bahnhof und Einkaufen, 2 Minuten zur Bushaltestelle und zum See.Ideal für 1 – 2 PersonenMietbeginn: 1. April 2024 oder nach VereinbarungMiete pro Monat: CHF 2‘240.— plus 180.— à conto NK. Garage kann dazu gemietet werdenBesichtigungstermine bitte mit VoranmeldungFor rent in sunny Walchwil in a quiet 2-family house modern2 room flat (approx. 51 m2)with breathtaking views over Lake Zug, the village of Walchwil, Arth and the Rigi, on the 2rd floor (no elevator). Living room with large skylight and access to the balcony, Scandinavian wood stove, bedroom with direct access to the balcony and to dressing room/office or guest room; modern kitchen, bathroom with access to storage room (washing machine/tumbler). 7 minutes to the railway station/shopping, 2 minutes to the bus stop and sea.Ideal for 1 - 2 personsStart of rental period: 1 April 2024Rent per month: CHF 2'240.- plus 180.- on account utilities.Garage available "
/rent/4000652299," CHF 1,550.– / month","Marzilistrasse 6, 3005 Bern",2 rooms 34m² living space ,2 rooms 34m² living space , 2 zimmer wohnung mit balkon," 2 zimmer wohnung mit balkon - Parkett- und Laminatboden in Wohn-, Schlaf- und Kinderzimmer- Plattenboden in Küche und Bäder- moderne Küche mit Glaskeramikplatte- 1x Bad mit Badewanne und 1x Bad mit Duschkabine- Einbauschrank- BalkonLage :Die Wohnung befindet sich in unmittelbarer Nähe der Marzili-Bahn. Bis zum Freibad bzw. zur Aare sind es auch nur wenige Schritte. "
/rent/4000652015," CHF 1,150.– / month","Route Joseph-Chaley 17, 1700 Fribourg",2 rooms 37m² living space ,2 rooms 37m² living space ,Bel appartement de  2 pièces à louer,"Bel appartement de  2 pièces à louer Bel appartement de 2 pièces au 3ème étage d'un immeuble à Fribourg, à deux pas du centre-ville.L'appartement est constitué comme suit :- Hall avec armoires murales- Cuisine séparée- Chambre- Salle-de-bains avec baignoire- Balcon- Cave "
/rent/4000651083," CHF 1,890.– / month","Via Borenco 22, 6648 Minusio",2.5 rooms 55m² living space ,2.5 rooms 55m² living space ,Appartamento a Minusio,"Appartamento a Minusio Appartamento al PT di 2.5 locali immerso in un giardino fiorito, composto da cucina, due camere da letto, un bagno doccia, armadi a muro nell'atrio.CantinaPosteggio a disposizione in garage (Fr.120.-)L'edificio si trova nelle vicinanze del centro Borenco e della fermata del bus. "
/rent/4000651073," CHF 1,950.– / month","Am Kanal 12, 6035 Perlen",2.5 rooms 51m² living space ,2.5 rooms 51m² living space ,2.5 Zi-Wohnung in Perlen,"2.5 Zi-Wohnung in Perlen Von privat zu vermieten, per 15. April 2024 oder nach VereinbarungHeimelige 2.5 -Zimmerwohnung am Haslirain, Kanal 12, in Perlen/Buchrain Monatsmiete inkl. Autoabstellplatz: netto CHF 1260.-, dazu Nebenkosten von pauschal CHF 235.- (es erfolgen keine Nachrechnungen) Das ältere und komplett sanierte 2-Famiienhaus liegt im Grünen und ist zentral gelegen, 3 Min. zu Fuss zum ÖV, Nähe Autobahnanschluss und Einkaufsmöglichkeiten. Zu vermieten ist das 1. OG, mit eigenem Gartensitzplatz. Die helle moderne Küche ist mit Glaskeramikherd und Geschirrspüler ausgestattet. Dazu helle Räume, separate Wohnküche, Kabel- und Internet Anschluss, Plattenboden in Küche und Bad, Laminatboden in Wohn- und Schlafräumen, eigenes Kellerabteil, Waschküche mit Waschmaschine &amp; Tumbler zur MitbenutzungHaben wir Ihr Interesse geweckt? "
/rent/4000650166," CHF 5,230.– / month","Rue Ami-Lévrier 15, 1201 Genève",4 rooms 200m² living space ,4 rooms 200m² living space ,Appartement à Genève,"Appartement à Genève Bel appartement 4 pièces Parquet en chêne, boiseries, haut de plafond, cheminée (décorative uniquement)Vue sur le lac jet d’eau Mont-Blanc monument Brunschwig Entrée à convenir "
/rent/4000650018," CHF 2,740.– / month","Huebwiesenstrasse 1, 8954 Geroldswil",2.5 rooms 62m² living space ,2.5 rooms 62m² living space , 2.5 Zimmer Dachwohnung in Geroldswil," 2.5 Zimmer Dachwohnung in Geroldswil Von Privat zu vermieten per April 2024, moderne 2.5 Zimmer Dachwohnung 2. Stock. Hoher Wohnkomfort, grosser Balkon, grosses Kellerabteil, 3-Fachverglasung, Tonplattenböden und Eichenparkett. Südlage, Bushaltestelle vor dem Haus, Parkplatz -Tiefgarage kann zugemietet werden. Einkaufen 200m, Schule Hallenbad 400m.Nächster Besichtigungstermin am Samstag 27.1.2024 ab 12.00 Uhr, nach telefonischer Vereinbarung.Ausstattung • Sitzplätze • ✓Balkon • Küche • ✓Glaskeramik • ✓Geschirrspüler • Tiefkühler "
/rent/4000649915," CHF 3,510.– / month","Huebwiesenstrasse 1, 8954 Geroldswil",3.5 rooms 130m² living space ,3.5 rooms 130m² living space ,3.5 Zi. Dachwohnung in Geroldswil,"3.5 Zi. Dachwohnung in Geroldswil Zu vermieten im Zentrum von Geroldswil, ab sofort oder nach Vereinbarung, frisch renovierte sehr schöne Dachwohnung mit allem Komfort. Drei Schlafzimmer, Wohn- Esszimmer, Küche mit Induktionsherd und selbstreinigendem Backofen. Eigene Waschmaschine/Tumbler. Zwei Badezimmer, grosser Abstellraum und Galerie (+15m2), auch als Büro-Gästeraum nutzbar. Alle Zimmer mit Eichenparkett, grosse Terrasse 16m2, Fenster mit 3-Fachverglasung. Südlage, Bushaltestelle vor dem Haus, Einkaufen 200m, Schule - Hallenbad 400m. Von Privat zu vermieten ab sofort oder nach Vereinbarung. Wir freuen aus Ihren Anruf.Nächster Besichtigungstermin Freitag 26.1.2024 ab 12.00 Uhr nach telefonischer Vereinbarung. "
